9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432937e-11 9.0432936e-11 9.0432933e-11 9.0432921e-11 9.0432875e-11 5.8287208e-11 2.9875175e-11 1.5561e-11 8.7463401e-12 4.6944704e-12 2.4733318e-12 1.3744062e-12 7.370285e-13 3.7715746e-13 2.0558609e-13 1.1050131e-13 5.4139319e-14 2.8028911e-14 1.4446326e-14 5.6538937e-15 1.5209292e-15 -4.7568418e-16 -1.9683662e-15 -2.7781021e-15 -3.289288e-15 -3.872392e-15 -4.4358715e-15 -5.4594619e-15 -7.3582169e-15 -9.9822332e-15 -1.5557999e-14 -2.7224513e-14 -4.542214e-14 -8.1076115e-14 -1.5722685e-13 -2.8563533e-13 -5.2050636e-13 -1.0120389e-12 -1.8797654e-12 -3.3882214e-12 -6.453297e-12 -1.2050024e-11 -2.1541539e-11 -4.1736208e-11 -8.207693e-11 -1.278364e-10 -1.2783638e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 -1.278364e-10 0 
5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910947e-11 5.8910946e-11 5.8910944e-11 5.8910937e-11 5.8910909e-11 3.8180399e-11 1.9760943e-11 1.0397039e-11 5.8682074e-12 3.1517577e-12 1.6621969e-12 9.197328e-13 4.8497207e-13 2.4082957e-13 1.2446723e-13 5.8832076e-14 2.0125735e-14 2.4047099e-15 -7.0764606e-15 -1.3231649e-14 -1.6049933e-14 -1.7460296e-14 -1.8538916e-14 -1.9105427e-14 -1.9477039e-14 -1.9916905e-14 -2.0326949e-14 -2.1071849e-14 -2.2489004e-14 -2.4396809e-14 -2.8396061e-14 -3.6955099e-14 -5.0193522e-14 -7.5708142e-14 -1.3094507e-13 -2.2423808e-13 -3.9278084e-13 -7.4691553e-13 -1.3747606e-12 -2.4581032e-12 -4.6501225e-12 -8.6519668e-12 -1.5386276e-11 -2.9541844e-11 -5.765575e-11 -8.9477678e-11 -8.9477662e-11 -8.9477674e-11 -8.9477677e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 -8.9477678e-11 0 
3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077546e-11 3.4077545e-11 3.4077544e-11 3.4077541e-11 3.4077526e-11 2.2234257e-11 1.1622149e-11 6.1588787e-12 3.4607544e-12 1.824926e-12 9.2644708e-13 4.7244675e-13 2.0319118e-13 5.2924748e-14 -1.9245882e-14 -6.0957322e-14 -8.5292934e-14 -9.6382019e-14 -1.0258302e-13 -1.0657243e-13 -1.0835249e-13 -1.0930723e-13 -1.1004299e-13 -1.104141e-13 -1.1067754e-13 -1.1100146e-13 -1.1129101e-13 -1.1181245e-13 -1.1284099e-13 -1.1419473e-13 -1.1694165e-13 -1.2298183e-13 -1.3229786e-13 -1.4976678e-13 -1.8804483e-13 -2.5302965e-13 -3.6841833e-13 -6.1098437e-13 -1.0433799e-12 -1.7825237e-12 -3.2672553e-12 -5.9771178e-12 -1.0498111e-11 -1.9854028e-11 -3.8269634e-11 -5.9004381e-11 -5.9004371e-11 -5.9004378e-11 -5.900438e-11 -5.900438e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 -5.9004381e-11 0 
1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062099e-11 1.4062098e-11 1.4062097e-11 1.4062092e-11 9.0801886e-12 4.5677093e-12 2.2072345e-12 1.0092874e-12 2.729243e-13 -1.3349499e-13 -3.4371639e-13 -4.7049231e-13 -5.4089143e-13 -5.754708e-13 -5.9607432e-13 -6.07897e-13 -6.1337107e-13 -6.1662079e-13 -6.1865191e-13 -6.1955674e-13 -6.2010062e-13 -6.2050943e-13 -6.2071319e-13 -6.2088223e-13 -6.2109739e-13 -6.2128778e-13 -6.2162265e-13 -6.2231609e-13 -6.2322411e-13 -6.2494947e-13 -6.2885187e-13 -6.3492836e-13 -6.4582676e-13 -6.6983511e-13 -7.1104503e-13 -7.8244214e-13 -9.3139712e-13 -1.1986159e-12 -1.6495739e-12 -2.5430606e-12 -4.1711662e-12 -6.8581908e-12 -1.2302853e-11 -2.2884685e-11 -3.4698346e-11 -3.4698341e-11 -3.4698345e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 -3.4698346e-11 0 
-3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442053e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442052e-12 -3.4442081e-12 -3.4442112e-12 -3.4442139e-12 -3.4442169e-12 -3.4442201e-12 -3.4442236e-12 -3.4442274e-12 -3.4442316e-12 -3.4442363e-12 -3.4442413e-12 -3.4442471e-12 -3.4442536e-12 -3.4442605e-12 -3.4442692e-12 -3.4442798e-12 -3.4442907e-12 -3.4443065e-12 -3.44433e-12 -3.4443539e-12 -3.4443947e-12 -3.444473e-12 -3.4445632e-12 -3.4447233e-12 -3.4450834e-12 -3.4455838e-12 -3.4464461e-12 -3.4484149e-12 -3.4515814e-12 -3.456938e-12 -3.4685612e-12 -3.4888585e-12 -3.5229758e-12 -3.5925837e-12 -3.7181021e-12 -3.9264377e-12 -4.3297063e-12 -5.0610407e-12 -6.251621e-12 -8.5994319e-12 -1.3090492e-11 -1.8050704e-11 -1.8050702e-11 -1.8050703e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 -1.8050704e-11 0 
-2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247474e-11 -2.9247473e-11 -2.924747e-11 -2.5918092e-11 -2.2847076e-11 -2.1179947e-11 -2.0265921e-11 -1.9681147e-11 -1.9348418e-11 -1.9159991e-11 -1.9041027e-11 -1.8974121e-11 -1.893721e-11 -1.8913773e-11 -1.8900624e-11 -1.8893534e-11 -1.8888864e-11 -1.888618e-11 -1.8884739e-11 -1.8883722e-11 -1.8883095e-11 -1.8882741e-11 -1.8882467e-11 -1.8882275e-11 -1.8882152e-11 -1.8882049e-11 -1.8881966e-11 -1.8881904e-11 -1.8881849e-11 -1.8881801e-11 -1.8881761e-11 -1.8881724e-11 -1.8881692e-11 -1.8881662e-11 -1.8881636e-11 -1.8881611e-11 -1.8881589e-11 -1.8881569e-11 -1.888155e-11 -1.8881533e-11 -1.8881517e-11 -1.8881502e-11 -1.8881485e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.8881469e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 -1.888147e-11 0 
-1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071425e-10 -1.2071424e-10 -1.1492681e-10 -1.0954133e-10 -1.0654502e-10 -1.0481654e-10 -1.0368106e-10 -1.0301411e-10 -1.0261135e-10 -1.0235028e-10 -1.0219867e-10 -1.0210761e-10 -1.020484e-10 -1.0201419e-10 -1.0199341e-10 -1.0197946e-10 -1.0197123e-10 -1.0196599e-10 -1.0196223e-10 -1.0195984e-10 -1.0195814e-10 -1.0195678e-10 -1.0195573e-10 -1.019548e-10 -1.019539e-10 -1.0195285e-10 -1.019515e-10 -1.0194978e-10 -1.019469e-10 -1.019421e-10 -1.0193496e-10 -1.0192188e-10 -1.0189868e-10 -1.0186221e-10 -1.0179608e-10 -1.0167843e-10 -1.0149194e-10 -1.0116226e-10 -1.0058222e-10 -9.9674864e-11 -9.8018331e-11 -9.4964381e-11 -9.1651791e-11 -9.1651792e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 -9.1651791e-11 0 
-5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832054e-10 -5.6832053e-10 -5.5986074e-10 -5.5190459e-10 -5.4734941e-10 -5.4457861e-10 -5.4270416e-10 -5.4155619e-10 -5.4081657e-10 -5.4032283e-10 -5.4002094e-10 -5.3982448e-10 -5.3969334e-10 -5.3961241e-10 -5.3955804e-10 -5.3952079e-10 -5.3949681e-10 -5.3947962e-10 -5.394671e-10 -5.3945825e-10 -5.3945121e-10 -5.3944554e-10 -5.3944085e-10 -5.3943645e-10 -5.3943225e-10 -5.394278e-10 -5.3942229e-10 -5.3941559e-10 -5.3940618e-10 -5.3939132e-10 -5.3936991e-10 -5.3933544e-10 -5.3927645e-10 -5.3918616e-10 -5.3903615e-10 -5.3877792e-10 -5.3837939e-10 -5.3771888e-10 -5.365932e-10 -5.3487812e-10 -5.3190204e-10 -5.2654799e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 -5.2079086e-10 0 
-2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.8053492e-09 -2.7934258e-09 -2.7820746e-09 -2.7753614e-09 -2.7710506e-09 -2.7680381e-09 -2.7660978e-09 -2.7647652e-09 -2.7638435e-09 -2.7632413e-09 -2.7628197e-09 -2.7625271e-09 -2.7623302e-09 -2.7621869e-09 -2.7620844e-09 -2.762011e-09 -2.7619543e-09 -2.761911e-09 -2.7618771e-09 -2.7618486e-09 -2.7618247e-09 -2.7618038e-09 -2.7617842e-09 -2.7617654e-09 -2.7617463e-09 -2.7617249e-09 -2.7617e-09 -2.7616693e-09 -2.7616264e-09 -2.7615675e-09 -2.7614831e-09 -2.7613499e-09 -2.7611528e-09 -2.7608522e-09 -2.7603624e-09 -2.7596297e-09 -2.7584925e-09 -2.7566348e-09 -2.7538867e-09 -2.7493645e-09 -2.741458e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 -2.7330449e-09 0 
-1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3479022e-08 -1.3462569e-08 -1.3446694e-08 -1.3436962e-08 -1.343036e-08 -1.3425577e-08 -1.3422312e-08 -1.3419925e-08 -1.34182e-08 -1.3416983e-08 -1.3416072e-08 -1.3415404e-08 -1.3414911e-08 -1.3414528e-08 -1.3414236e-08 -1.3414005e-08 -1.3413816e-08 -1.3413663e-08 -1.3413532e-08 -1.3413419e-08 -1.3413319e-08 -1.3413228e-08 -1.3413143e-08 -1.341306e-08 -1.3412978e-08 -1.3412891e-08 -1.3412796e-08 -1.3412688e-08 -1.3412555e-08 -1.3412385e-08 -1.3412166e-08 -1.3411855e-08 -1.341142e-08 -1.3410809e-08 -1.3409886e-08 -1.3408558e-08 -1.3406631e-08 -1.3403643e-08 -1.3399367e-08 -1.3392705e-08 -1.338143e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 -1.3369577e-08 0 
