   0.0000000e+00   0.0000000e+00  -1.3922639e-08  -1.4029289e-08
   0.0000000e+00   0.0000000e+00  -4.4052231e-08  -1.0117592e-07
   0.0000000e+00   0.0000000e+00  -3.7509506e-08  -1.3460892e-07
   0.0000000e+00   0.0000000e+00  -5.9781613e-09  -4.3992081e-08
   0.0000000e+00   0.0000000e+00  -1.4825286e-07  -1.4824395e-07
   0.0000000e+00   0.0000000e+00  -2.5413437e-07  -3.9185440e-07
   0.0000000e+00   0.0000000e+00  -1.3234664e-07  -2.8205154e-07
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0247991e-08
   0.0000000e+00   0.0000000e+00  -1.0079750e-07  -4.4071024e-08
   0.0000000e+00   0.0000000e+00  -4.4878942e-07  -4.4834683e-07
   0.0000000e+00   0.0000000e+00  -4.3685615e-07  -6.1700281e-07
   0.0000000e+00   0.0000000e+00  -9.6238273e-08  -2.1468261e-07
   0.0000000e+00   0.0000000e+00  -3.9241412e-07  -2.5391709e-07
   0.0000000e+00   0.0000000e+00  -6.9698070e-07  -6.9586771e-07
   0.0000000e+00   0.0000000e+00  -3.9013631e-07  -5.1032734e-07
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -4.9218056e-08
   0.0000000e+00   0.0000000e+00  -1.3496697e-07  -3.7431766e-08
   0.0000000e+00   0.0000000e+00  -6.1838359e-07  -4.3621230e-07
   0.0000000e+00   0.0000000e+00  -6.1534788e-07  -6.1434348e-07
   0.0000000e+00   0.0000000e+00  -1.3488843e-07  -2.3046708e-07
   0.0000000e+00   0.0000000e+00  -2.8279084e-07  -1.3212114e-07
   0.0000000e+00   0.0000000e+00  -5.1138338e-07  -3.8972213e-07
   0.0000000e+00   0.0000000e+00  -2.9027864e-07  -2.9000433e-07
   0.0000000e+00   0.0000000e+00   0.0000000e+00  -3.2438390e-08
   0.0000000e+00   0.0000000e+00  -4.4238589e-08  -5.9384007e-09
   0.0000000e+00   0.0000000e+00  -2.1511355e-07  -9.6091427e-08
   0.0000000e+00   0.0000000e+00  -2.3059675e-07  -1.3492514e-07
   0.0000000e+00   0.0000000e+00  -5.6680411e-08  -5.7008901e-08
   0.0000000e+00   0.0000000e+00  -2.0258428e-08   0.0000000e+00
   0.0000000e+00   0.0000000e+00  -4.9195198e-08   0.0000000e+00
   0.0000000e+00   0.0000000e+00  -3.2168816e-08   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -1.3922639e-08   0.0000000e+00   1.3922639e-08   0.0000000e+00
  -4.4052231e-08   0.0000000e+00   4.4052231e-08   0.0000000e+00
  -3.7509506e-08   0.0000000e+00   3.7509506e-08   0.0000000e+00
  -5.9781612e-09   0.0000000e+00   5.9781613e-09   0.0000000e+00
  -1.4029289e-08   0.0000000e+00   0.0000000e+00   1.4029289e-08
  -1.7533854e-07  -7.4090242e-08   1.4825286e-07   1.0117592e-07
  -2.5011969e-07  -1.3862359e-07   2.5413437e-07   1.3460892e-07
  -9.7136858e-08  -7.9201867e-08   1.3234664e-07   4.3992081e-08
  -1.7493637e-07  -7.4105088e-08   1.0079750e-07   1.4824395e-07
  -4.9868201e-07  -3.4196181e-07   4.4878942e-07   3.9185440e-07
  -3.6414878e-07  -3.5475891e-07   4.3685615e-07   2.8205154e-07
  -3.7705107e-08  -7.8781156e-08   9.6238273e-08   2.0247991e-08
  -4.4071024e-08   0.0000000e+00   0.0000000e+00   4.4071024e-08
  -4.9854495e-07  -3.4221600e-07   3.9241412e-07   4.4834683e-07
  -6.8567954e-07  -6.2830397e-07   6.9698070e-07   6.1700281e-07
  -2.4759200e-07  -3.5722692e-07   3.9013631e-07   2.1468261e-07
  -2.5011254e-07  -1.3877152e-07   1.3496697e-07   2.5391709e-07
